Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 2 Temp,Cell 3 Current,Cell 3 Voltage,Cell 4 Current,Cell 4 Voltage,Cell 4 Temp,Cell 5 Current,Cell 5 Voltage,Cell 6 Current,Cell 6 Voltage,Cell6 Temp,Cell 7 Current,Cell 7 Voltage,Cell 8 Current,Cell 8 Voltage,Cell8 Temp,Cell 9 Current,Cell 9 Voltage,Cell 9 Temp,Cell 10 Current,Cell 10 Voltage,Cell 11 Current,Cell 11 Voltage,Cell 11 Temp,Cell 12 Current,Cell 12 Voltage,Cell 13 Current,Cell 13 Voltage,Cell 13 Temp,Cell 14 Current,Cell 14 Voltage,Cell 15 Current,Cell 15 Voltage,Cell 15 Temp,Cell 16 Current,Cell 16 Voltage
09-27-2025-Sat 13-33-26-PM,0.2,5.968,-0.1,5.972,-67.3176,0.1,5.972,-0.1,5.98,-67.2847,-0.1,5.976,0.1,5.972,-67.8428,-0.1,5.972,0.0,5.972,-68.9587,0.3,5.96,-75.4796,0.1,5.968,-0.2,5.972,-73.3514,0.1,5.968,-0.1,5.96,-72.6636,0.0,5.972,0.1,5.964,-71.1888,-0.2,5.968
09-27-2025-Sat 13-33-29-PM,0.1,5.964,0.3,5.972,-67.4161,0.0,5.976,-0.2,5.976,-67.3176,0.1,5.976,0.3,5.976,-67.8757,0.0,5.976,0.3,5.972,-69.0242,0.1,5.964,-75.5124,-0.2,5.968,0.1,5.968,-73.3843,-0.1,5.972,0.0,5.96,-72.6963,0.2,5.976,-0.2,5.964,-71.2216,0.2,5.968
09-27-2025-Sat 13-33-31-PM,-0.1,5.964,0.2,5.972,-67.3832,0.2,5.972,0.2,5.976,-67.4161,0.1,5.976,0.1,5.972,-67.9413,-0.1,5.972,0.0,5.976,-69.0571,0.0,5.964,-75.5451,0.0,5.968,-0.1,5.972,-73.4171,0.1,5.972,-0.1,5.964,-72.7291,0.1,5.976,0.1,5.964,-71.2544,0.1,5.968
09-27-2025-Sat 13-33-33-PM,0.0,5.964,0.0,5.968,-67.4161,0.1,5.976,0.3,5.976,-67.3832,-0.1,5.972,0.4,5.976,-67.9742,-0.3,5.976,0.0,5.972,-69.1227,0.0,5.964,-75.6106,0.1,5.968,0.1,5.972,-73.4498,-0.1,5.968,0.1,5.964,-72.7619,0.0,5.976,0.2,5.964,-71.32,0.0,5.968
09-27-2025-Sat 13-33-36-PM,0.0,5.964,0.1,5.972,-67.5146,0.2,5.972,-0.1,5.98,-67.4161,0.3,5.976,0.1,5.972,-68.0069,0.0,5.972,0.1,5.972,-69.1555,-0.2,5.964,-75.6432,0.2,5.972,0.2,5.972,-73.5153,0.0,5.968,0.1,5.964,-72.8274,0.1,5.976,0.3,5.964,-71.3527,0.2,5.968
09-27-2025-Sat 13-33-38-PM,0.1,5.964,-0.2,5.972,-67.5802,0.0,5.972,0.0,5.98,-67.4817,0.2,5.976,0.1,5.976,-68.0726,0.0,5.972,0.1,5.972,-69.1883,0.0,5.964,-75.6761,0.1,5.972,-0.2,5.972,-73.5481,0.2,5.972,-0.2,5.964,-72.8601,-0.1,5.976,-0.1,5.964,-71.4183,0.2,5.968
09-27-2025-Sat 13-33-40-PM,0.1,5.968,0.0,5.968,-67.613,0.2,5.976,-0.1,5.98,-67.4817,0.3,5.976,0.6,5.972,-68.1053,-0.2,5.972,0.0,5.972,-69.2539,0.0,5.964,-75.7414,0.0,5.972,0.2,5.968,-73.6136,0.1,5.968,0.1,5.964,-72.893,0.0,5.976,0.2,5.964,-71.4511,0.1,5.968
09-27-2025-Sat 13-33-43-PM,0.0,5.968,0.0,5.976,-67.6787,0.2,5.976,-0.1,5.976,-67.5474,-0.1,5.976,0.2,5.976,-68.1382,0.0,5.976,0.1,5.972,-69.2868,-0.1,5.964,-75.7742,0.2,5.972,0.2,5.972,-73.6136,0.0,5.972,0.1,5.96,-72.9257,0.2,5.976,0.2,5.964,-71.4839,0.0,5.968
09-27-2025-Sat 13-33-45-PM,0.1,5.968,0.1,5.976,-67.7444,0.0,5.976,0.0,5.976,-67.5802,0.2,5.98,0.1,5.976,-68.2039,0.1,5.972,0.1,5.972,-69.3523,0.1,5.964,-75.8068,0.1,5.968,-0.2,5.976,-73.6463,0.1,5.968,-0.3,5.964,-72.9912,-0.2,5.976,0.1,5.96,-71.5167,0.1,5.968
09-27-2025-Sat 13-33-50-PM,0.0,1.836,-0.3,2.02,-67.81,-0.1,2.168,-0.4,2.02,-67.613,0.1,1.94,0.0,1.784,-68.2695,0.0,1.896,-0.1,1.672,-69.4508,0.2,5.96,-75.8723,0.2,5.968,-0.2,5.972,-73.7773,-0.1,5.968,0.0,5.96,-73.0567,0.3,5.976,0.0,5.96,-71.615,0.0,5.968
09-27-2025-Sat 13-33-52-PM,-0.4,1.772,0.0,1.932,-67.8757,-0.2,2.08,-0.4,1.94,-67.7115,0.0,1.884,0.0,1.732,-68.3351,-0.3,1.852,-0.2,1.624,-69.4836,,,-75.9051,,,,,-73.81,,,,,-73.0895,,,,,-71.615,,
09-27-2025-Sat 13-33-54-PM,-0.1,1.736,-0.3,1.872,-67.81,-0.3,2.02,-0.4,1.892,-67.8428,-0.3,1.836,-0.3,1.7,-68.368,-0.4,1.816,-0.3,1.592,-69.5164,0.0,1.24,-75.9378,0.1,1.384,-0.1,1.436,-73.81,-0.1,1.52,-0.2,1.28,-73.1223,-0.1,1.376,-0.2,1.376,-71.6805,-0.1,1.324
09-27-2025-Sat 13-33-57-PM,-0.3,1.704,-0.3,1.832,-67.9085,-0.2,1.972,-0.5,1.848,-67.81,0.0,1.8,-0.1,1.668,-68.4008,-0.4,1.788,-0.2,1.564,-69.5819,-0.2,1.224,-75.9704,-0.1,1.352,-0.4,1.408,-73.8756,-0.3,1.484,-0.3,1.26,-73.155,-0.1,1.348,0.0,1.348,-71.7132,0.2,1.3
09-27-2025-Sat 13-33-59-PM,0.1,1.676,-0.2,1.792,-67.9742,-0.2,1.94,-0.2,1.82,-67.8757,-0.3,1.772,-0.2,1.644,-68.4664,-0.3,1.764,0.0,1.54,-69.6148,0.1,1.216,-76.0032,-0.3,1.332,-0.2,1.392,-73.8756,-0.1,1.46,-0.5,1.248,-73.2206,0.1,1.332,0.0,1.332,-71.7789,-0.1,1.284
09-27-2025-Sat 13-34-02-PM,-0.1,1.652,-0.1,1.768,-67.9085,-0.2,1.908,-0.2,1.792,-67.8757,-0.2,1.748,-0.2,1.624,-68.5321,-0.3,1.74,0.1,1.52,-69.6804,0.1,1.208,-76.0359,-0.1,1.316,-0.3,1.376,-73.941,0.0,1.444,-0.1,1.236,-73.2533,0.0,1.316,-0.3,1.316,-71.8116,-0.1,1.272
09-27-2025-Sat 13-34-04-PM,0.0,1.636,-0.1,1.74,-67.9742,-0.2,1.88,-0.2,1.768,-67.9085,-0.2,1.724,-0.1,1.608,-68.5321,-0.4,1.72,0.0,1.5,-69.7132,0.1,1.2,-76.0686,-0.2,1.304,-0.1,1.364,-74.0064,-0.4,1.424,-0.2,1.228,-73.2861,0.0,1.304,0.0,1.304,-71.8444,0.0,1.264
09-27-2025-Sat 13-34-06-PM,-0.1,1.616,-0.1,1.716,-68.0398,-0.3,1.856,-0.2,1.744,-67.9742,-0.3,1.7,-0.1,1.588,-68.5977,-0.3,1.7,-0.1,1.484,-69.7788,0.0,1.196,-76.1013,0.0,1.296,-0.1,1.352,-74.0064,-0.2,1.412,-0.2,1.22,-73.3514,0.0,1.292,0.1,1.292,-71.8771,-0.1,1.256
09-27-2025-Sat 13-34-09-PM,-0.3,1.6,-0.2,1.692,-68.1382,-0.1,1.84,-0.5,1.728,-68.0398,-0.1,1.68,-0.2,1.572,-68.6306,-0.1,1.688,0.0,1.468,-69.7788,0.1,1.192,-76.134,-0.1,1.288,-0.3,1.344,-74.072,-0.2,1.4,-0.5,1.212,-73.3843,-0.2,1.284,-0.2,1.284,-71.9427,0.0,1.248
09-27-2025-Sat 13-34-11-PM,-0.2,1.588,-0.1,1.676,-68.2368,0.1,1.816,-0.3,1.708,-68.0069,0.0,1.664,-0.2,1.556,-68.6634,-0.3,1.672,0.1,1.452,-69.8445,0.1,1.188,-76.1668,-0.3,1.276,-0.2,1.332,-74.1048,-0.1,1.388,-0.2,1.208,-73.4171,-0.1,1.276,-0.2,1.276,-71.9755,0.2,1.244
09-27-2025-Sat 13-34-13-PM,-0.3,1.576,-0.2,1.66,-68.2368,-0.1,1.8,-0.2,1.696,-68.0726,-0.2,1.644,-0.3,1.54,-68.729,0.0,1.656,-0.1,1.44,-69.8772,0.2,1.184,-76.1995,-0.1,1.272,-0.2,1.324,-74.1375,-0.1,1.376,-0.3,1.204,-73.4498,-0.4,1.268,-0.2,1.268,-72.0083,-0.2,1.236
09-27-2025-Sat 13-34-18-PM,0.1,5.964,0.0,5.976,-68.368,0.0,5.972,0.0,5.976,-68.1711,0.1,5.976,-0.2,5.976,-68.7946,0.0,5.976,0.0,5.972,-69.9756,,,-76.265,,,,,-74.203,,,,,-73.5481,,,,,-72.1065,,
09-27-2025-Sat 13-34-21-PM,0.1,5.968,0.2,5.972,-68.368,0.0,5.976,0.2,5.98,-68.2039,0.1,5.976,0.0,5.976,-68.8603,0.2,5.972,0.2,5.976,-70.0084,-0.1,5.964,-76.2976,0.0,5.968,-0.1,5.968,-74.2685,0.0,5.972,-0.1,5.96,-73.5808,0.2,5.976,0.0,5.964,-72.1393,0.3,5.964
09-27-2025-Sat 13-34-23-PM,0.2,5.964,0.0,5.972,-68.4008,0.4,5.972,-0.3,5.98,-68.2695,0.4,5.976,0.2,5.972,-68.893,-0.2,5.972,0.1,5.976,-70.0739,0.1,5.964,-76.3304,0.0,5.968,0.2,5.972,-74.2685,0.4,5.968,-0.1,5.96,-73.6136,0.1,5.976,0.2,5.964,-72.1721,0.0,5.968
09-27-2025-Sat 13-34-26-PM,-0.1,5.968,-0.1,5.972,-68.4664,0.0,5.976,0.0,5.976,-68.3351,0.0,5.976,0.0,5.972,-68.9258,0.0,5.972,0.1,5.976,-70.1068,0.1,5.964,-76.3304,0.1,5.972,0.0,5.972,-74.3339,0.4,5.968,0.0,5.964,-73.6463,0.0,5.972,0.0,5.964,-72.2048,-0.1,5.968
09-27-2025-Sat 13-34-28-PM,0.1,5.968,0.4,5.976,-68.4992,0.2,5.976,0.0,5.98,-68.368,0.2,5.976,0.1,5.976,-68.9587,0.0,5.976,0.1,5.972,-70.1396,0.0,5.964,-76.3958,-0.1,5.972,-0.1,5.968,-74.3339,-0.1,5.968,0.0,5.964,-73.679,0.0,5.976,0.0,5.964,-72.2704,0.0,5.968
09-27-2025-Sat 13-34-30-PM,0.3,5.968,0.3,5.976,-68.5321,0.2,5.972,0.0,5.98,-68.368,0.1,5.976,0.1,5.972,-68.9915,-0.2,5.976,0.1,5.976,-70.2052,0.1,5.964,-76.3958,0.4,5.972,0.0,5.972,-74.3667,0.0,5.968,0.0,5.96,-73.7118,0.0,5.976,0.1,5.964,-72.2704,0.1,5.968
09-27-2025-Sat 13-34-33-PM,-0.1,5.964,0.2,5.976,-68.5977,0.1,5.976,0.1,5.976,-68.4335,0.0,5.976,-0.1,5.976,-69.0242,-0.2,5.972,0.2,5.972,-70.2379,0.1,5.964,-76.4285,-0.2,5.968,0.0,5.972,-74.4322,0.1,5.968,-0.2,5.96,-73.7446,0.1,5.972,0.1,5.96,-72.336,0.1,5.968
09-27-2025-Sat 13-34-35-PM,-0.1,5.968,-0.1,5.976,-68.6306,-0.2,5.976,-0.1,5.98,-68.4335,0.1,5.972,0.3,5.972,-69.0898,-0.2,5.972,0.4,5.976,-70.3036,0.1,5.964,-76.4612,-0.1,5.972,-0.1,5.972,-74.4649,0.1,5.968,0.1,5.964,-73.81,0.1,5.972,0.0,5.964,-72.4015,0.1,5.968
09-27-2025-Sat 13-34-37-PM,0.1,5.964,0.1,5.972,-68.6961,-0.2,5.976,0.0,5.976,-68.5321,-0.2,5.976,0.0,5.976,-69.1555,0.1,5.972,0.0,5.976,-70.3364,0.1,5.96,-76.494,-0.1,5.968,0.0,5.972,-74.4976,0.0,5.968,0.0,5.96,-73.8427,-0.1,5.976,-0.1,5.964,-72.4015,0.2,5.964
09-27-2025-Sat 13-34-42-PM,-0.3,1.736,-0.2,1.916,-68.729,-0.2,2.06,-0.8,1.912,-68.5977,-0.1,1.832,0.0,1.676,-69.2211,-0.5,1.78,0.0,1.56,-70.4019,0.0,5.96,-76.5594,0.0,5.972,0.0,5.972,-74.5632,-0.3,5.968,0.0,5.96,-73.9084,0.0,5.972,0.1,5.964,-72.4998,0.2,5.968
09-27-2025-Sat 13-34-44-PM,-0.2,1.672,-0.2,1.82,-68.7617,-0.3,1.964,-0.3,1.828,-68.5977,-0.2,1.768,-0.1,1.624,-69.2539,-0.3,1.732,-0.1,1.508,-70.4675,,,-76.5921,,,,,-74.5959,,,,,-73.941,,,,,-72.5325,,
09-27-2025-Sat 13-34-47-PM,-0.1,1.636,-0.1,1.76,-68.9258,0.0,1.912,-0.3,1.78,-68.6634,0.1,1.728,-0.1,1.592,-69.2868,-0.3,1.704,-0.1,1.48,-70.5003,0.0,1.196,-76.6247,0.1,1.304,-0.3,1.344,-74.6286,-0.5,1.416,-0.2,1.22,-73.9738,0.0,1.296,0.0,1.292,-72.5325,0.0,1.26
09-27-2025-Sat 13-34-49-PM,-0.1,1.608,-0.5,1.724,-68.9258,-0.1,1.868,-0.3,1.748,-68.7617,-0.2,1.696,-0.2,1.568,-69.3523,-0.3,1.676,0.0,1.46,-70.5659,0.0,1.192,-76.6575,0.2,1.284,-0.3,1.328,-74.6613,-0.2,1.388,-0.1,1.208,-74.0064,-0.1,1.276,-0.1,1.272,-72.6309,-0.1,1.244
09-27-2025-Sat 13-34-52-PM,-0.3,1.588,0.0,1.692,-68.8603,-0.3,1.836,-0.4,1.716,-68.6961,-0.3,1.672,-0.2,1.544,-69.3851,-0.1,1.652,0.3,1.436,-70.5987,0.0,1.184,-76.6902,-0.3,1.268,-0.3,1.316,-74.6941,-0.3,1.372,-0.2,1.2,-74.0393,0.0,1.264,-0.1,1.264,-72.6309,-0.1,1.232
09-27-2025-Sat 13-34-54-PM,-0.3,1.564,-0.2,1.664,-68.893,0.0,1.804,-0.5,1.692,-68.7946,-0.1,1.648,0.0,1.524,-69.4508,-0.3,1.632,-0.1,1.424,-70.6315,0.1,1.176,-76.7229,-0.1,1.256,-0.2,1.3,-74.7596,-0.2,1.356,0.0,1.188,-74.072,-0.1,1.256,-0.2,1.252,-72.6636,-0.3,1.224
09-27-2025-Sat 13-34-56-PM,0.0,1.548,-0.2,1.64,-68.9258,-0.3,1.78,-0.1,1.668,-68.7946,-0.5,1.628,-0.2,1.508,-69.4508,-0.4,1.612,-0.2,1.408,-70.6643,0.1,1.172,-76.7556,-0.1,1.252,-0.2,1.296,-74.7596,-0.2,1.344,-0.3,1.184,-74.1375,-0.4,1.244,-0.2,1.244,-72.6963,0.0,1.216
09-27-2025-Sat 13-34-59-PM,0.3,1.536,-0.3,1.62,-69.0898,0.0,1.76,-0.2,1.648,-68.8274,-0.2,1.608,-0.1,1.492,-69.5164,-0.2,1.6,-0.1,1.392,-70.7298,-0.1,1.164,-76.7882,-0.3,1.24,-0.3,1.288,-74.7923,-0.2,1.336,-0.2,1.18,-74.1702,0.0,1.236,-0.1,1.236,-72.7291,-0.2,1.208
09-27-2025-Sat 13-35-01-PM,0.0,1.52,-0.3,1.604,-69.0898,-0.3,1.74,-0.3,1.632,-68.8603,-0.1,1.588,-0.3,1.48,-69.5492,0.0,1.584,0.0,1.38,-70.7954,0.0,1.16,-76.7882,-0.1,1.236,-0.4,1.28,-74.825,-0.4,1.324,-0.1,1.172,-74.1702,0.1,1.232,-0.4,1.228,-72.7946,-0.1,1.204
09-27-2025-Sat 13-35-04-PM,-0.1,1.504,-0.2,1.58,-69.0898,-0.1,1.716,-0.5,1.616,-68.8603,-0.1,1.572,-0.1,1.464,-69.5819,-0.1,1.572,-0.2,1.368,-70.8282,-0.1,1.156,-76.821,-0.3,1.232,-0.2,1.276,-74.8578,-0.4,1.316,-0.2,1.168,-74.203,-0.2,1.228,-0.3,1.22,-72.8274,0.0,1.2
09-27-2025-Sat 13-35-06-PM,-0.3,1.492,-0.4,1.568,-69.0898,-0.4,1.704,-0.5,1.6,-69.0242,-0.1,1.556,-0.3,1.456,-69.6476,-0.3,1.556,0.0,1.356,-70.8282,-0.1,1.156,-76.8538,0.0,1.224,-0.4,1.264,-74.8905,-0.1,1.304,-0.3,1.16,-74.2685,-0.1,1.22,-0.3,1.212,-72.8601,0.0,1.192
09-27-2025-Sat 13-35-21-PM,-0.3,1.432,-0.2,1.488,-69.4836,-0.2,1.612,-0.3,1.528,-69.2211,-0.2,1.472,-0.1,1.388,-69.8772,0.0,1.48,-0.1,1.304,-71.0905,-0.1,1.14,-77.0172,-0.1,1.2,0.0,1.24,-75.0869,-0.2,1.272,-0.4,1.144,-74.4322,0.0,1.196,-0.2,1.192,-73.0567,-0.3,1.172
09-27-2025-Sat 13-35-23-PM,-0.1,1.424,-0.1,1.476,-69.4508,0.0,1.6,-0.2,1.52,-69.1883,0.0,1.46,-0.3,1.38,-69.9429,-0.4,1.472,-0.1,1.296,-71.1561,-0.2,1.136,-77.05,-0.2,1.196,-0.2,1.236,-75.1196,-0.1,1.268,-0.1,1.14,-74.4976,0.0,1.196,0.0,1.184,-73.0895,-0.1,1.172
09-27-2025-Sat 13-35-26-PM,-0.4,1.416,0.0,1.472,-69.5819,-0.2,1.592,-0.3,1.508,-69.2539,-0.5,1.452,-0.2,1.372,-69.9429,-0.3,1.464,0.2,1.292,-71.1888,0.0,1.132,-77.05,0.0,1.192,-0.1,1.232,-75.1523,-0.1,1.264,-0.6,1.14,-74.5304,-0.4,1.192,-0.1,1.184,-73.155,-0.1,1.168
09-27-2025-Sat 13-35-31-PM,0.2,5.964,0.0,5.972,-69.5492,0.2,5.976,-0.1,5.98,-69.3196,0.0,5.976,0.2,5.972,-70.0412,0.2,5.976,0.1,5.972,-71.2872,0.1,1.128,-77.1153,-0.1,1.188,-0.3,1.224,-75.1851,-0.1,1.256,-0.1,1.132,-74.5959,0.1,1.184,-0.2,1.18,-73.1877,-0.1,1.16
09-27-2025-Sat 13-35-33-PM,0.1,5.968,0.0,5.972,-69.5819,0.2,5.976,-0.2,5.976,-69.3196,0.1,5.976,0.1,5.972,-70.0739,-0.3,5.972,0.1,5.976,-71.32,,,-77.1481,,,,,-75.2506,,,,,-74.6286,,,,,-73.2533,,
09-27-2025-Sat 13-35-35-PM,0.0,5.968,-0.1,5.972,-69.6804,0.0,5.976,-0.2,5.976,-69.3851,-0.1,5.976,0.1,5.972,-70.1068,0.0,5.972,0.3,5.972,-71.3527,-0.3,5.96,-77.1808,0.1,5.972,-0.1,5.968,-75.2833,0.1,5.968,0.0,5.96,-74.6613,0.0,5.976,0.2,5.964,-73.2861,0.0,5.964
09-27-2025-Sat 13-35-38-PM,0.2,5.968,0.0,5.972,-69.7132,0.1,5.972,-0.1,5.976,-69.4179,0.0,5.976,-0.1,5.976,-70.1396,-0.1,5.976,0.1,5.972,-71.3854,0.1,5.96,-77.1808,0.1,5.972,0.1,5.968,-75.2833,0.3,5.968,0.1,5.96,-74.6941,0.0,5.976,0.0,5.96,-73.3188,0.3,5.968
09-27-2025-Sat 13-35-40-PM,-0.1,5.964,0.2,5.972,-69.7459,-0.1,5.976,-0.2,5.976,-69.5164,0.1,5.976,0.0,5.972,-70.1724,-0.4,5.972,0.2,5.976,-71.4183,0.1,5.964,-77.2135,-0.1,5.968,-0.1,5.968,-75.3159,-0.2,5.968,-0.1,5.96,-74.7268,-0.1,5.976,-0.1,5.96,-73.3514,0.1,5.964
09-27-2025-Sat 13-35-42-PM,-0.3,5.964,-0.1,5.976,-69.8116,0.2,5.976,0.0,5.976,-69.4836,0.1,5.976,-0.2,5.976,-70.2379,0.1,5.972,0.2,5.972,-71.4839,0.2,5.964,-77.2462,-0.1,5.972,-0.1,5.972,-75.3487,-0.1,5.968,0.2,5.964,-74.7268,0.0,5.976,0.2,5.964,-73.3514,0.1,5.968
09-27-2025-Sat 13-35-45-PM,0.0,5.968,-0.1,5.976,-69.8445,-0.1,5.972,-0.2,5.98,-69.5164,-0.1,5.976,-0.3,5.972,-70.2708,-0.1,5.976,0.1,5.972,-71.5167,0.0,5.968,-77.2462,-0.1,5.972,0.1,5.968,-75.3814,0.1,5.968,0.1,5.964,-74.7923,0.2,5.976,0.2,5.964,-73.4171,0.0,5.968
09-27-2025-Sat 13-35-47-PM,0.0,5.964,0.1,5.972,-69.8116,0.1,5.976,-0.1,5.976,-69.5492,0.2,5.972,-0.1,5.972,-70.3036,0.0,5.976,0.2,5.972,-71.5494,0.1,5.964,-77.2462,0.2,5.972,-0.1,5.972,-75.4142,0.1,5.968,0.0,5.956,-74.7923,0.2,5.976,0.2,5.96,-73.4498,0.0,5.968
09-27-2025-Sat 13-35-49-PM,0.4,5.968,0.0,5.972,-69.9099,-0.1,5.972,-0.1,5.98,-69.6476,0.2,5.972,-0.3,5.976,-70.3036,-0.1,5.972,0.0,5.972,-71.5822,0.0,5.964,-77.2789,-0.2,5.972,0.2,5.972,-75.4142,0.0,5.972,0.0,5.96,-74.825,-0.1,5.976,-0.1,5.96,-73.4826,0.0,5.968
09-27-2025-Sat 13-35-52-PM,0.2,5.964,0.5,5.972,-69.9429,0.4,5.976,-0.1,5.976,-69.6148,0.0,5.976,-0.1,5.972,-70.3691,0.0,5.972,-0.1,5.972,-71.615,0.1,5.96,-77.3444,-0.1,5.968,0.0,5.972,-75.4796,-0.2,5.972,0.1,5.96,-74.8578,-0.1,5.976,0.1,5.964,-73.5153,0.1,5.968
09-27-2025-Sat 13-35-54-PM,0.0,5.964,0.0,5.972,-69.9756,0.0,5.972,0.1,5.976,-69.6476,-0.1,5.972,0.3,5.972,-70.4019,-0.1,5.976,0.0,5.972,-71.6478,0.2,5.964,-77.3116,0.1,5.972,-0.2,5.972,-75.4796,0.0,5.972,0.2,5.964,-74.8905,0.2,5.976,0.2,5.964,-73.5481,0.1,5.968
09-27-2025-Sat 13-35-56-PM,0.0,5.968,-0.1,5.976,-69.9429,0.0,5.972,0.0,5.98,-69.7459,0.2,5.976,0.1,5.976,-70.4347,-0.2,5.972,0.2,5.976,-71.7132,0.2,5.96,-77.3444,0.1,5.972,-0.2,5.972,-75.5451,-0.2,5.972,-0.1,5.96,-74.9233,0.3,5.976,0.1,5.96,-73.5808,-0.1,5.968
09-27-2025-Sat 13-35-59-PM,0.1,5.964,0.1,5.972,-70.0739,0.1,5.976,-0.4,5.976,-69.7132,0.2,5.972,0.1,5.972,-70.4675,-0.3,5.976,0.2,5.972,-71.7132,0.2,5.964,-77.377,0.1,5.972,-0.2,5.972,-75.5451,0.1,5.968,0.0,5.96,-74.956,0.2,5.976,0.1,5.968,-73.5808,0.1,5.968
09-27-2025-Sat 13-36-01-PM,0.0,5.968,0.0,5.972,-70.0739,-0.1,5.972,0.0,5.976,-69.8116,-0.1,5.976,0.0,5.972,-70.5003,0.0,5.968,-0.1,5.976,-71.7789,0.2,5.964,-77.4097,0.0,5.972,-0.1,5.972,-75.5778,-0.2,5.968,-0.2,5.964,-74.956,0.2,5.976,0.2,5.96,-73.6136,0.0,5.968
09-27-2025-Sat 13-36-04-PM,0.1,5.968,-0.1,5.976,-70.1396,0.2,5.976,-0.1,5.98,-69.7459,-0.1,5.972,0.0,5.972,-70.5331,0.2,5.976,-0.1,5.976,-71.7789,0.0,5.964,-77.4424,0.2,5.972,-0.2,5.972,-75.6106,0.1,5.972,-0.2,5.96,-74.9886,0.4,5.976,0.1,5.964,-73.679,0.1,5.968
09-27-2025-Sat 13-36-06-PM,0.2,5.968,0.1,5.976,-70.2052,0.0,5.972,0.0,5.98,-69.9099,-0.1,5.976,-0.1,5.976,-70.5987,-0.4,5.972,0.1,5.972,-71.8116,0.0,5.964,-77.4424,-0.1,5.968,-0.3,5.972,-75.6432,0.1,5.968,-0.1,5.96,-75.0541,0.1,5.976,0.1,5.96,-73.679,-0.1,5.968
09-27-2025-Sat 13-36-09-PM,-0.4,5.968,-0.1,5.972,-70.1724,-0.3,5.976,-0.2,5.98,-69.9429,0.1,5.976,0.3,5.972,-70.6315,-0.1,5.976,0.3,5.976,-71.8771,0.2,5.964,-77.4751,0.0,5.972,0.0,5.972,-75.6432,0.1,5.968,-0.2,5.96,-75.0541,0.1,5.976,0.0,5.96,-73.7118,0.0,5.968
09-27-2025-Sat 13-36-21-PM,-0.1,1.508,-0.1,1.612,-70.4675,-0.3,1.748,-0.2,1.632,-70.0412,0.1,1.58,0.0,1.452,-70.8282,-0.4,1.536,-0.2,1.352,-72.041,,,-77.5732,,,,,-75.8068,,,,,-75.2179,,,,,-73.8756,,
09-27-2025-Sat 13-36-23-PM,-0.3,1.488,-0.3,1.584,-70.4347,0.0,1.72,-0.4,1.604,-70.0412,-0.2,1.56,-0.2,1.432,-70.8282,-0.1,1.52,-0.2,1.34,-72.1065,0.1,1.164,-77.5732,-0.1,1.228,-0.3,1.264,-75.8068,-0.1,1.308,-0.3,1.164,-75.2506,-0.1,1.22,0.1,1.212,-73.9084,-0.2,1.196
09-27-2025-Sat 13-36-25-PM,-0.2,1.472,-0.4,1.556,-70.4347,-0.1,1.688,-0.3,1.58,-70.1724,-0.2,1.536,-0.1,1.416,-70.861,-0.1,1.5,0.0,1.324,-72.1393,0.0,1.156,-77.6386,-0.2,1.22,-0.2,1.248,-75.8396,-0.1,1.288,-0.4,1.152,-75.2506,-0.2,1.212,0.0,1.2,-73.9084,-0.2,1.184
09-27-2025-Sat 13-36-28-PM,0.0,1.456,0.0,1.536,-70.5003,-0.2,1.664,-0.9,1.56,-70.1396,-0.1,1.516,-0.1,1.4,-70.8937,-0.1,1.484,0.0,1.312,-72.1721,-0.2,1.148,-77.6714,-0.1,1.208,-0.6,1.24,-75.8723,-0.1,1.28,-0.1,1.144,-75.2833,-0.1,1.2,-0.2,1.192,-73.9738,0.0,1.176
09-27-2025-Sat 13-36-30-PM,-0.1,1.44,0.0,1.512,-70.5331,-0.1,1.644,-0.2,1.544,-70.2052,-0.1,1.496,-0.1,1.388,-70.9594,-0.1,1.472,0.0,1.304,-72.2048,0.0,1.144,-77.704,-0.1,1.2,-0.1,1.232,-75.9051,-0.7,1.268,-0.4,1.144,-75.3159,-0.3,1.192,-0.1,1.184,-74.0393,-0.1,1.172
09-27-2025-Sat 13-36-33-PM,-0.3,1.428,-0.3,1.5,-70.5987,-0.1,1.624,-0.4,1.524,-70.3036,-0.2,1.48,0.0,1.376,-70.9922,0.0,1.456,-0.3,1.292,-72.2377,-0.2,1.14,-77.704,-0.3,1.196,-0.2,1.224,-75.9051,-0.4,1.26,0.0,1.136,-75.3159,-0.1,1.188,-0.1,1.176,-74.0064,0.0,1.164
09-27-2025-Sat 13-36-35-PM,-0.2,1.42,-0.1,1.484,-70.5003,-0.1,1.608,-0.3,1.508,-70.2052,0.0,1.468,-0.3,1.368,-70.9922,0.0,1.444,-0.2,1.288,-72.2704,-0.1,1.136,-77.704,-0.1,1.188,-0.1,1.22,-75.9378,-0.3,1.252,-0.2,1.132,-75.3487,-0.2,1.18,-0.1,1.172,-74.072,0.0,1.16
09-27-2025-Sat 13-36-37-PM,0.0,1.408,-0.1,1.468,-70.6315,-0.2,1.588,-0.4,1.496,-70.2708,-0.2,1.456,-0.3,1.356,-71.0249,-0.2,1.432,0.0,1.276,-72.3032,0.0,1.132,-77.704,0.1,1.184,-0.1,1.216,-75.9704,0.0,1.244,-0.2,1.128,-75.4142,0.0,1.176,0.0,1.168,-74.1048,-0.1,1.156
