,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,mA 1,V1,mA 2,V2,mA 3,V3,mA 4,V4,mA 5,V5,mA 6,V6,mA 7,V7,mA 8,V8,Timestamp,T1 - COM15,T2 - COM15,T3 - COM18,T4 - COM18,T5 - COM16,T6 - COM16,T7 - COM14,T8 - COM14
405,,47.2,5.692,65.7,5.696,61.6,5.696,63.7,5.724,66.5,5.676,65.6,5.696,66.0,5.668,61.9,5.664,,51.2,5.684,61.8,5.688,60.5,5.688,64.4,5.716,55.9,5.66,61.7,5.704,60.2,5.656,50.0,5.66,,-0.58752,0.0532184,1.16113,-0.45321,-7.26139,-4.91531,-4.27824,-1.99719
406,,47.2,5.704,65.3,5.7,61.1,5.7,63.8,5.728,66.4,5.68,65.4,5.708,65.8,5.676,61.8,5.672,,50.6,5.688,61.5,5.692,60.3,5.696,63.9,5.72,55.6,5.668,61.3,5.712,59.8,5.664,49.6,5.668,,-0.654667,-0.0166559,1.22725,-0.553934,-7.26139,-4.94884,-4.34532,-2.43336
407,,46.8,5.704,65.0,5.704,61.0,5.7,63.4,5.728,65.9,5.68,65.2,5.704,65.4,5.676,61.7,5.676,,50.6,5.692,61.5,5.696,60.0,5.696,63.7,5.724,55.0,5.668,61.3,5.716,59.5,5.664,49.4,5.672,,-0.58752,-0.117473,1.0934,-0.520283,-7.36192,-4.98237,-4.47942,-2.39979
408,,46.8,5.708,64.9,5.704,60.8,5.7,63.0,5.732,66.0,5.68,65.1,5.712,65.2,5.68,61.1,5.68,,50.1,5.696,61.0,5.696,59.3,5.696,63.2,5.724,54.9,5.672,60.8,5.716,59.0,5.668,49.1,5.672,,-0.721756,-0.184562,1.0934,-0.45321,-7.39536,-5.04937,-4.44587,-2.50047
409,,46.5,5.704,64.5,5.704,60.9,5.704,62.8,5.736,65.5,5.684,65.3,5.712,64.6,5.68,60.9,5.676,,,,,,,,,,,,,,,,,,,-0.788907,-0.184562,1.02566,-0.654667,-7.46244,-5.08298,-4.54642,-2.60114
411,,46.3,5.708,64.3,5.708,60.3,5.704,62.7,5.736,65.5,5.684,64.8,5.712,64.9,5.68,60.5,5.68,,50.0,5.7,60.1,5.704,58.9,5.704,62.7,5.728,54.1,5.676,60.9,5.72,58.8,5.672,48.6,5.676,,-0.855981,-0.285374,0.857945,-0.75533,-7.56284,-5.1835,-4.68063,-2.6347
412,,46.5,5.712,64.4,5.708,60.3,5.708,62.4,5.736,65.8,5.688,65.1,5.712,64.7,5.68,60.5,5.68,,50.0,5.7,60.1,5.7,58.8,5.704,62.6,5.728,54.2,5.68,60.8,5.72,58.6,5.672,48.4,5.676,,-0.855981,-0.3524,0.925678,-0.855981,-7.62991,-5.25057,-4.54642,-2.50047
413,,46.2,5.708,64.3,5.708,60.5,5.708,62.7,5.732,65.6,5.688,65.0,5.712,64.8,5.684,60.3,5.68,,49.7,5.7,59.9,5.704,58.4,5.704,62.4,5.728,54.1,5.676,60.6,5.72,58.5,5.672,48.3,5.676,,-0.855981,-0.386048,0.824079,-0.788907,-7.69693,-5.1835,-4.74771,-2.83597
414,,45.8,5.708,64.0,5.712,60.5,5.704,62.5,5.736,65.4,5.688,64.7,5.716,64.6,5.68,60.4,5.68,,49.8,5.696,59.9,5.704,58.6,5.704,63.1,5.724,54.3,5.68,60.4,5.72,58.3,5.668,48.2,5.68,,-1.05743,-0.45321,0.857945,-0.88963,-7.73036,-5.35116,-4.91531,-2.80241
426,,46.6,5.688,64.0,5.692,60.9,5.692,62.9,5.72,65.4,5.672,64.9,5.696,65.4,5.668,60.4,5.664,,50.4,5.684,60.0,5.688,59.0,5.688,62.9,5.716,54.9,5.66,61.1,5.704,58.9,5.656,48.7,5.66,,-1.56092,-1.02379,0.153205,-1.42664,-8.16591,-5.8204,-5.45168,-3.54034
427,,45.5,5.696,63.0,5.696,59.8,5.696,61.9,5.724,64.6,5.676,63.9,5.7,64.1,5.668,59.7,5.668,,49.3,5.688,59.3,5.696,58.1,5.692,62.1,5.716,53.7,5.668,60.3,5.712,58.1,5.66,48.1,5.668,,-1.66161,-1.09101,0.153205,-1.49378,-8.26635,-5.92098,-5.55219,-3.30563
428,,45.0,5.708,63.0,5.708,59.3,5.704,61.2,5.732,64.2,5.688,63.4,5.712,64.0,5.684,59.3,5.68,,49.1,5.7,59.2,5.704,57.4,5.704,61.4,5.728,53.5,5.68,59.9,5.72,57.6,5.672,47.6,5.676,,-1.62804,-1.02379,0.120951,-1.46021,-8.29984,-5.85393,-5.38461,-3.30563
429,,45.1,5.712,62.3,5.712,59.1,5.712,61.2,5.74,64.1,5.692,63.2,5.716,63.3,5.684,59.2,5.684,,49.0,5.7,58.6,5.708,57.4,5.704,61.5,5.728,53.1,5.68,59.5,5.724,57.7,5.672,47.5,5.684,,-1.72868,-1.12458,0.0870847,-1.49378,-8.29984,-5.92098,-5.41822,-3.47332
430,,44.8,5.716,62.6,5.712,59.2,5.716,61.2,5.74,64.1,5.692,63.4,5.716,63.1,5.688,59.2,5.684,,48.9,5.704,58.6,5.708,56.9,5.708,61.3,5.732,52.9,5.68,59.3,5.724,57.3,5.676,47.1,5.684,,-1.72868,-1.19165,-0.0503058,-1.56092,-8.40027,-5.9545,-5.61931,-3.57395
431,,44.5,5.716,62.3,5.712,58.9,5.712,61.0,5.74,64.2,5.692,63.2,5.72,63.2,5.688,58.9,5.684,,48.6,5.708,58.3,5.712,57.0,5.708,61.4,5.736,53.1,5.684,59.3,5.724,56.8,5.676,47.2,5.684,,-1.76225,-1.22529,-0.0166559,-1.56092,-8.43383,-6.055,-5.55219,-3.6746
432,,44.6,5.712,62.4,5.716,58.8,5.716,60.9,5.744,63.8,5.692,63.3,5.716,63.2,5.692,58.5,5.688,,48.7,5.708,58.2,5.708,57.0,5.708,61.7,5.732,52.7,5.684,59.4,5.728,57.0,5.68,47.5,5.688,,-1.79581,-1.29243,-0.0503058,-1.49378,-8.43383,-6.02154,-5.35116,-3.6746
433,,44.5,5.716,62.3,5.716,58.7,5.712,60.9,5.744,63.9,5.696,63.0,5.72,63.1,5.688,58.6,5.688,,49.0,5.708,58.1,5.712,57.0,5.712,61.4,5.736,52.7,5.684,59.4,5.728,56.9,5.68,47.1,5.684,,-1.86287,-1.22529,-0.184562,-1.72868,-8.46734,-6.12211,-5.88738,-3.6746
434,,44.4,5.716,62.3,5.716,58.6,5.716,61.0,5.744,64.0,5.692,62.8,5.716,62.9,5.692,58.7,5.688,,48.5,5.708,58.1,5.708,56.8,5.712,61.4,5.736,52.6,5.684,59.4,5.724,56.9,5.68,47.2,5.688,,-1.89651,-1.25886,-0.117473,-1.79581,-8.53427,-6.08859,-5.58579,-3.84226
469,,46.6,5.76,63.9,5.76,60.8,5.756,62.6,5.784,64.1,5.74,63.7,5.764,64.9,5.732,59.1,5.732,,,,,,,,,,,,,,,,,,,-3.54034,-2.86945,-1.76225,-3.33918,-9.87369,-7.59641,-7.02687,-5.41822
470,,44.8,5.696,61.1,5.696,57.8,5.696,59.9,5.724,62.4,5.676,61.3,5.704,62.5,5.676,57.1,5.672,,49.3,5.684,58.4,5.692,57.6,5.684,61.7,5.712,53.2,5.66,59.5,5.704,56.7,5.656,47.4,5.664,,-3.6075,-2.86945,-1.89651,-3.43976,-9.87369,-7.52939,-7.22781,-5.41822
471,,44.0,5.7,60.3,5.7,56.9,5.7,59.4,5.728,62.2,5.68,60.7,5.708,62.0,5.676,56.7,5.676,,48.3,5.688,57.2,5.692,56.4,5.696,61.0,5.72,52.2,5.672,58.3,5.712,55.3,5.664,46.4,5.672,,-3.6746,-2.90308,-1.82937,-3.50686,-9.84021,-7.62991,-7.2949,-5.38461
472,,43.4,5.704,59.7,5.704,56.5,5.7,58.7,5.732,61.8,5.684,60.2,5.712,61.4,5.676,56.4,5.68,,47.8,5.696,56.9,5.696,55.9,5.7,60.4,5.724,51.8,5.676,58.1,5.716,55.2,5.672,45.9,5.672,,-3.74163,-2.93663,-1.86287,-3.47332,-9.90704,-7.62991,-6.99336,-5.1835
473,,43.2,5.708,59.5,5.712,55.9,5.712,58.6,5.736,61.5,5.692,59.8,5.716,61.0,5.688,56.2,5.684,,47.1,5.696,56.5,5.704,55.6,5.704,59.9,5.724,51.4,5.68,57.6,5.716,54.8,5.676,45.7,5.676,,-3.77517,-3.00373,-1.86287,-3.6075,-9.90704,-7.66343,-7.0939,-5.41822
474,,42.7,5.712,58.9,5.708,55.7,5.712,57.9,5.732,61.3,5.692,59.8,5.716,60.4,5.688,55.7,5.684,,46.9,5.7,56.2,5.704,55.3,5.708,59.6,5.728,50.8,5.68,57.0,5.72,54.6,5.676,45.6,5.68,,-3.74163,-3.00373,-1.93007,-3.54034,-10.0076,-7.76394,-7.36192,-5.51873
475,,42.6,5.716,58.6,5.712,55.6,5.712,57.6,5.74,61.0,5.692,59.7,5.712,60.4,5.688,55.6,5.688,,46.5,5.704,55.9,5.708,54.8,5.708,59.4,5.732,50.5,5.684,57.0,5.724,54.2,5.676,45.4,5.684,,-3.77517,-3.03716,-1.96363,-3.57395,-10.0076,-7.66343,-7.42894,-5.48521
476,,42.1,5.716,58.1,5.716,55.3,5.716,57.5,5.744,60.9,5.7,59.4,5.72,60.0,5.692,55.4,5.688,,45.9,5.708,55.4,5.708,54.5,5.708,58.8,5.732,50.2,5.688,56.7,5.724,53.9,5.676,44.9,5.684,,-3.84226,-3.10433,-2.06425,-3.64105,-9.97408,-7.76394,-7.19437,-5.45168
477,,42.0,5.716,58.5,5.716,55.4,5.712,57.5,5.74,60.8,5.696,59.5,5.72,59.8,5.696,55.1,5.696,,46.2,5.704,55.6,5.708,54.2,5.708,58.6,5.732,50.2,5.688,56.4,5.728,53.6,5.676,44.9,5.688,,-3.87573,-3.17143,-2.09782,-3.70801,-10.0076,-7.73036,-7.26139,-5.35116
478,,42.1,5.712,58.3,5.716,55.3,5.72,57.2,5.744,60.6,5.696,59.1,5.72,59.9,5.692,54.8,5.692,,46.2,5.708,55.4,5.712,54.1,5.708,58.5,5.732,49.7,5.688,56.3,5.728,53.5,5.684,44.5,5.684,,-3.87573,-3.17143,-2.13138,-3.77517,-10.041,-7.79744,-7.39536,-5.51873
505,,45.3,5.78,61.0,5.776,58.4,5.78,59.9,5.808,62.1,5.76,61.4,5.784,62.0,5.76,56.6,5.756,,,,,,,,,,,,,,,,,,,-4.98237,-4.24471,-3.27208,-5.04937,-10.9112,-8.73517,-8.50084,-6.28965
506,,42.7,5.712,58.2,5.712,55.1,5.712,57.3,5.74,59.8,5.696,59.0,5.716,59.5,5.692,54.2,5.688,,47.5,5.704,56.2,5.712,55.3,5.708,59.3,5.732,50.4,5.684,57.0,5.724,53.6,5.68,45.3,5.684,,-5.08298,-4.31178,-3.33918,-5.01591,-10.9447,-8.66825,-8.36685,-6.72524
507,,42.0,5.72,57.3,5.72,54.2,5.72,56.7,5.744,59.7,5.7,58.3,5.724,58.7,5.696,54.0,5.696,,46.6,5.712,55.4,5.716,54.2,5.712,58.6,5.74,49.7,5.692,56.2,5.732,53.2,5.688,44.8,5.692,,-5.08298,-4.27824,-3.27208,-5.01591,-10.9112,-8.73517,-8.19934,-6.39014
508,,41.8,5.732,56.6,5.728,53.7,5.728,56.0,5.756,59.8,5.708,57.7,5.736,58.4,5.704,53.4,5.704,,45.6,5.716,54.6,5.72,53.6,5.72,57.8,5.744,49.5,5.7,55.7,5.736,52.8,5.692,44.2,5.7,,-5.08298,-4.27824,-3.30563,-5.11645,-11.0117,-8.73517,-8.40027,-6.8258
509,,41.4,5.732,56.4,5.736,53.6,5.732,55.7,5.76,59.5,5.712,57.5,5.736,57.9,5.712,53.4,5.708,,45.8,5.724,54.4,5.728,53.6,5.728,57.7,5.752,49.2,5.704,55.2,5.744,52.3,5.7,44.0,5.704,,-5.11645,-4.34532,-3.40621,-5.1835,-10.9447,-8.80223,-8.43383,-6.79234
510,,41.2,5.736,56.3,5.74,53.4,5.736,55.4,5.76,59.2,5.716,57.2,5.744,57.8,5.712,53.3,5.712,,45.2,5.724,54.1,5.728,53.0,5.728,56.9,5.752,49.1,5.708,55.0,5.744,51.9,5.704,43.5,5.704,,-5.14997,-4.34532,-3.37259,-5.14997,-10.9782,-8.83572,-8.36685,-6.59125
511,,40.9,5.736,56.0,5.736,53.4,5.74,55.5,5.764,58.9,5.72,56.9,5.74,57.5,5.716,52.8,5.712,,45.4,5.728,53.6,5.728,52.6,5.728,56.8,5.756,48.5,5.708,54.5,5.748,51.7,5.7,43.7,5.712,,-5.14997,-4.34532,-3.37259,-5.11645,-10.9782,-8.90258,-8.40027,-6.75883
512,,41.0,5.74,56.0,5.736,52.9,5.74,55.3,5.764,59.1,5.72,57.0,5.744,57.6,5.72,53.0,5.716,,45.1,5.728,53.4,5.732,52.3,5.732,56.6,5.756,48.6,5.708,54.5,5.748,51.4,5.704,43.1,5.708,,-5.1835,-4.4124,-3.33918,-5.1835,-11.0452,-8.83572,-8.50084,-6.89275
513,,41.1,5.74,56.1,5.744,53.0,5.74,55.3,5.764,59.1,5.724,56.9,5.744,57.3,5.72,52.7,5.712,,44.9,5.728,53.2,5.732,52.2,5.736,56.7,5.756,48.3,5.712,54.4,5.748,51.2,5.708,43.4,5.712,,-5.25057,-4.37878,-3.47332,-5.21696,-11.0785,-8.90258,-8.43383,-6.55766
514,,41.0,5.74,55.9,5.74,53.0,5.74,55.4,5.764,58.8,5.724,56.8,5.744,57.2,5.72,52.7,5.712,,45.0,5.728,53.1,5.732,52.0,5.736,56.5,5.756,48.3,5.712,54.1,5.752,51.1,5.704,42.8,5.712,,-5.25057,-4.51295,-3.54034,-5.11645,-11.0117,-8.96964,-8.50084,-6.85931
538,,43.4,5.796,58.9,5.796,55.8,5.796,57.8,5.824,60.7,5.78,59.5,5.8,60.1,5.772,54.6,5.772,,,,,,,,,,,,,,,,,,,-5.98803,-5.08298,-4.27824,-6.055,-11.5137,-9.50541,-9.07004,-7.62991
539,,40.7,5.728,55.9,5.724,52.8,5.728,54.8,5.752,58.2,5.708,56.4,5.732,57.5,5.704,52.4,5.704,,46.2,5.712,54.1,5.72,53.6,5.72,57.9,5.744,49.1,5.7,55.2,5.736,52.2,5.692,43.9,5.696,,-6.08859,-5.04937,-4.31178,-6.055,-11.5805,-9.50541,-9.07004,-7.52939
540,,40.5,5.736,54.9,5.736,52.1,5.736,54.2,5.76,58.2,5.72,55.9,5.74,56.4,5.716,51.8,5.712,,45.5,5.724,53.2,5.728,52.6,5.728,56.9,5.752,48.5,5.704,54.4,5.744,51.4,5.7,43.1,5.704,,-5.98803,-5.1835,-4.34532,-6.08859,-11.5805,-9.60581,-9.20401,-7.49595
541,,40.2,5.736,54.6,5.736,51.7,5.74,53.9,5.764,57.6,5.72,55.3,5.744,56.0,5.716,51.3,5.712,,44.7,5.724,52.8,5.732,52.1,5.728,56.2,5.748,47.8,5.708,53.8,5.744,50.5,5.704,42.5,5.708,,-6.08859,-5.11645,-4.37878,-6.055,-11.5471,-9.50541,-9.17059,-7.49595
542,,40.0,5.74,54.3,5.74,51.4,5.74,53.4,5.764,57.3,5.724,55.2,5.744,55.8,5.72,51.2,5.716,,44.4,5.724,52.4,5.732,51.6,5.732,55.8,5.752,47.3,5.712,53.6,5.748,50.1,5.704,42.1,5.708,,-6.08859,-5.21696,-4.37878,-6.15557,-11.614,-9.5389,-9.23743,-7.59641
543,,39.8,5.74,54.1,5.74,51.1,5.74,53.5,5.768,57.4,5.724,55.3,5.748,55.8,5.72,51.1,5.716,,44.2,5.732,52.1,5.732,50.9,5.736,55.5,5.756,47.2,5.712,53.1,5.748,49.8,5.708,42.0,5.712,,-6.12211,-5.14997,-4.4124,-6.22253,-11.5137,-9.60581,-9.10361,-7.69693
557,,40.9,5.804,55.6,5.808,53.1,5.804,54.8,5.832,58.2,5.784,56.5,5.808,57.3,5.78,52.3,5.78,,,,,,,,,,,,,,,,,,,-6.62477,-5.58579,-4.84824,-6.72524,-11.8817,-10.0076,-9.80672,-8.06533
558,,40.4,5.804,54.8,5.804,52.4,5.804,54.2,5.832,58.0,5.788,55.7,5.812,56.2,5.784,51.6,5.784,,,,,,,,,,,,,,,,,,,-6.65828,-5.65284,-5.01591,-6.62477,-11.915,-9.97408,-9.60581,-7.9649
559,,39.2,5.744,53.2,5.744,50.5,5.744,52.7,5.768,56.4,5.728,54.1,5.748,55.0,5.724,49.9,5.724,,45.8,5.728,53.1,5.736,52.3,5.732,57.1,5.752,48.3,5.712,54.1,5.748,50.8,5.704,43.2,5.708,,-6.62477,-5.65284,-4.98237,-6.75883,-11.915,-10.041,-9.5389,-7.86439
560,,39.4,5.752,53.1,5.752,50.6,5.756,52.4,5.776,56.3,5.736,54.4,5.752,54.7,5.732,49.9,5.728,,44.6,5.74,52.3,5.74,51.5,5.744,55.9,5.764,47.4,5.72,53.1,5.76,50.1,5.716,42.4,5.72,,-6.65828,-5.68636,-5.01591,-6.75883,-11.8817,-9.97408,-9.67278,-7.9984
561,,39.0,5.752,53.2,5.752,50.5,5.752,52.9,5.776,56.1,5.736,54.2,5.756,54.8,5.732,49.6,5.728,,44.1,5.736,51.8,5.74,50.5,5.744,55.3,5.764,46.6,5.72,52.5,5.756,49.5,5.716,41.7,5.72,,-6.65828,-5.75342,-5.01591,-6.8258,-11.9486,-10.041,-9.47193,-8.0989
562,,39.4,5.744,53.0,5.744,50.4,5.748,52.3,5.768,56.2,5.728,54.0,5.748,54.5,5.724,49.7,5.724,,43.7,5.732,51.5,5.74,50.1,5.736,54.5,5.756,46.1,5.712,51.7,5.752,48.6,5.708,41.3,5.716,,-6.69181,-5.68636,-5.11645,-6.79234,-11.915,-10.0745,-9.5389,-8.19934
701,,43.5,5.74,56.1,5.74,54.2,5.74,53.9,5.768,56.3,5.72,54.3,5.744,55.6,5.716,51.3,5.716,,47.0,5.724,53.6,5.732,52.8,5.728,56.9,5.752,48.4,5.712,53.6,5.748,50.2,5.704,43.9,5.708,,-8.33334,-7.16086,-6.85931,-8.70175,-11.8482,-10.4092,-10.041,-9.23743
702,,41.6,5.744,54.6,5.74,51.7,5.74,52.3,5.768,55.6,5.724,53.0,5.748,54.7,5.72,50.2,5.72,,45.7,5.716,52.4,5.72,51.9,5.72,55.8,5.748,47.2,5.7,52.2,5.74,48.8,5.696,42.7,5.7,,-8.29984,-7.2949,-6.92633,-8.70175,-11.915,-10.5432,-10.1415,-9.1371
703,,41.3,5.736,53.9,5.736,51.0,5.736,51.8,5.76,55.3,5.716,52.2,5.74,53.8,5.716,49.6,5.712,,45.4,5.724,52.1,5.728,51.3,5.728,55.5,5.748,46.5,5.704,51.5,5.744,48.2,5.7,41.9,5.704,,-8.33334,-7.2949,-6.89275,-8.73517,-11.9486,-10.5432,-10.1415,-9.30449
704,,41.1,5.736,53.2,5.74,50.3,5.74,51.4,5.764,55.0,5.724,51.8,5.744,53.8,5.72,49.3,5.72,,45.1,5.728,51.7,5.732,51.0,5.728,55.0,5.752,46.6,5.708,51.3,5.748,47.8,5.704,41.7,5.708,,-8.33334,-7.2949,-7.02687,-8.70175,-12.0155,-10.6101,-10.175,-9.23743
705,,40.5,5.74,53.0,5.74,49.8,5.74,51.3,5.768,55.0,5.728,52.1,5.748,53.4,5.72,49.3,5.72,,44.6,5.728,51.3,5.732,50.9,5.728,55.1,5.752,46.3,5.708,51.3,5.744,47.4,5.704,41.5,5.712,,-8.33334,-7.2949,-6.99336,-8.83572,-12.049,-10.7105,-10.0745,-9.27099
706,,40.0,5.74,52.6,5.74,49.4,5.744,50.9,5.764,54.6,5.724,51.6,5.748,53.1,5.72,48.9,5.72,,44.3,5.732,51.0,5.732,50.7,5.736,54.6,5.752,45.6,5.712,50.8,5.748,47.8,5.708,41.3,5.716,,-8.40027,-7.39536,-6.99336,-8.80223,-12.1159,-10.7105,-10.5097,-9.27099
707,,39.7,5.744,52.6,5.744,49.1,5.744,50.6,5.768,54.5,5.728,51.2,5.752,52.8,5.724,49.1,5.724,,43.9,5.732,50.7,5.736,50.2,5.732,54.6,5.756,45.7,5.716,50.6,5.752,47.4,5.712,41.1,5.716,,-8.43383,-7.42894,-7.02687,-8.76874,-12.2163,-10.7439,-10.3758,-9.43843
708,,39.3,5.744,51.9,5.744,48.9,5.744,50.5,5.772,54.4,5.732,50.9,5.752,52.8,5.724,48.5,5.724,,43.6,5.732,50.6,5.74,50.0,5.74,54.3,5.76,45.5,5.716,50.5,5.752,47.0,5.712,40.9,5.716,,-8.46734,-7.46244,-6.99336,-8.90258,-12.2831,-10.8778,-10.4427,-9.43843
709,,39.1,5.748,51.3,5.748,48.3,5.748,50.1,5.772,54.3,5.728,50.8,5.752,52.6,5.728,48.6,5.724,,43.2,5.732,50.3,5.74,50.2,5.74,53.9,5.76,45.6,5.716,50.6,5.752,47.0,5.716,40.6,5.72,,-8.46734,-7.49595,-6.99336,-8.80223,-12.3835,-10.8444,-10.8109,-9.70626
710,,39.0,5.744,51.5,5.748,48.1,5.748,49.6,5.768,53.7,5.732,50.5,5.752,52.2,5.728,48.2,5.724,,42.8,5.736,50.2,5.74,50.0,5.74,53.7,5.76,45.1,5.716,50.1,5.756,46.8,5.716,40.6,5.72,,-8.5677,-7.52939,-7.06032,-8.90258,-12.4839,-10.9112,-10.5097,-9.6393
711,,38.9,5.748,50.8,5.752,47.9,5.752,49.2,5.772,53.6,5.736,50.2,5.752,51.8,5.732,48.2,5.728,,42.6,5.74,50.0,5.74,49.6,5.74,53.6,5.76,44.0,5.72,49.7,5.756,46.4,5.716,40.3,5.72,,-8.46734,-7.56284,-7.16086,-8.76874,-12.4169,-10.9112,-10.4427,-9.77323
712,,38.5,5.748,50.6,5.752,47.8,5.752,49.3,5.776,53.3,5.736,50.1,5.756,51.6,5.732,48.3,5.732,,42.5,5.736,50.1,5.74,49.3,5.74,53.1,5.76,44.5,5.72,49.8,5.752,46.3,5.716,40.2,5.72,,-8.63476,-7.59641,-7.12741,-8.93615,-12.4504,-11.0117,-10.6435,-9.84021
713,,38.2,5.752,50.3,5.752,47.7,5.756,48.8,5.776,52.8,5.74,50.1,5.756,51.5,5.732,47.8,5.732,,42.1,5.74,49.8,5.744,49.2,5.744,53.0,5.764,44.6,5.724,49.6,5.756,46.2,5.716,39.9,5.72,,-8.60126,-7.66343,-7.19437,-9.07004,-12.5841,-11.1121,-10.9447,-9.87369
714,,38.5,5.752,50.2,5.756,47.5,5.756,49.3,5.78,52.9,5.74,49.7,5.76,51.0,5.732,47.8,5.732,,42.3,5.744,49.7,5.748,49.2,5.748,52.8,5.764,44.7,5.724,49.5,5.76,46.0,5.72,40.0,5.724,,-8.70175,-7.73036,-7.26139,-8.96964,-12.5508,-11.1456,-10.7774,-9.94059
715,,38.3,5.76,50.1,5.756,47.3,5.756,49.1,5.78,52.5,5.744,49.5,5.764,50.9,5.74,47.8,5.736,,41.9,5.752,49.7,5.752,49.0,5.752,52.6,5.768,44.5,5.728,49.6,5.764,46.0,5.728,39.7,5.732,,-8.70175,-7.73036,-7.26139,-9.03663,-12.6845,-11.1456,-10.7105,-9.90704
716,,38.3,5.76,49.8,5.764,47.4,5.764,48.8,5.788,52.7,5.748,49.8,5.772,51.1,5.748,47.7,5.744,,42.0,5.752,49.2,5.752,48.7,5.756,52.7,5.776,44.6,5.736,49.5,5.772,46.0,5.732,39.6,5.736,,-8.73517,-7.76394,-7.2949,-9.17059,-12.8184,-11.1456,-11.0785,-10.108
717,,38.2,5.768,50.1,5.768,47.5,5.768,49.0,5.792,52.6,5.752,49.5,5.776,50.7,5.752,47.6,5.748,,42.1,5.752,49.3,5.76,48.9,5.76,52.5,5.78,44.5,5.74,49.5,5.776,45.9,5.736,39.8,5.744,,-8.76874,-7.76394,-7.39536,-9.10361,-12.8518,-11.179,-10.9112,-10.108
745,,36.6,5.776,48.5,5.78,46.0,5.776,47.5,5.8,51.0,5.764,48.1,5.78,49.5,5.76,45.9,5.756,,40.3,5.764,48.0,5.768,47.7,5.768,50.7,5.784,43.8,5.744,48.6,5.78,44.7,5.74,38.8,5.744,,-9.94059,-9.30449,-8.73517,-10.2085,-14.5572,-12.6845,-12.4839,-11.4467
746,,36.5,5.78,48.1,5.78,45.5,5.784,46.8,5.804,50.8,5.764,47.9,5.784,49.2,5.764,45.8,5.76,,40.2,5.764,47.6,5.772,47.0,5.768,50.2,5.788,43.4,5.748,48.2,5.784,44.4,5.744,38.7,5.748,,-10.0076,-9.30449,-8.86915,-10.2753,-14.624,-12.6511,-12.6511,-11.5805
760,,37.5,5.816,49.5,5.82,46.9,5.816,48.3,5.84,51.4,5.804,49.0,5.82,50.7,5.796,46.6,5.8,,,,,,,,,,,,,,,,,,,-10.5097,-9.77323,-9.40487,-10.7105,-15.1922,-13.2866,-12.8518,-12.3166
761,,35.8,5.772,47.0,5.776,44.8,5.776,46.5,5.8,49.9,5.76,47.1,5.78,48.7,5.756,45.0,5.756,,40.3,5.76,47.9,5.768,47.5,5.764,50.1,5.784,43.2,5.744,48.3,5.78,44.8,5.74,38.6,5.744,,-10.5097,-9.84021,-9.43843,-10.7439,-15.1922,-13.32,-13.2197,-12.2496
762,,35.6,5.78,47.0,5.784,44.2,5.78,46.1,5.8,49.8,5.768,46.9,5.788,48.5,5.764,44.5,5.764,,39.6,5.772,46.7,5.776,46.1,5.772,49.0,5.792,42.0,5.756,47.0,5.788,43.9,5.748,37.7,5.756,,-10.5432,-9.90704,-9.43843,-10.8109,-15.2925,-13.4203,-13.1528,-12.1493
763,,35.7,5.784,47.1,5.784,44.4,5.784,45.9,5.808,49.5,5.768,46.8,5.792,48.4,5.768,44.6,5.764,,39.3,5.772,46.3,5.78,46.0,5.776,48.7,5.796,41.8,5.756,46.7,5.792,43.3,5.752,37.3,5.756,,-10.6435,-9.84021,-9.43843,-10.677,-15.3593,-13.3534,-13.4203,-12.2496
764,,35.8,5.784,46.9,5.788,44.2,5.788,45.8,5.808,49.8,5.768,46.6,5.792,48.2,5.768,44.5,5.768,,39.2,5.776,45.9,5.78,45.4,5.776,48.3,5.796,41.8,5.756,46.6,5.792,43.2,5.752,37.4,5.756,,-10.677,-9.94059,-9.47193,-10.7774,-15.3593,-13.4872,-13.1863,-12.5508
765,,35.7,5.784,47.0,5.788,44.2,5.788,46.4,5.812,49.7,5.772,46.8,5.792,48.3,5.772,44.1,5.772,,39.2,5.772,46.2,5.78,45.4,5.776,48.7,5.796,41.6,5.756,46.5,5.796,43.4,5.756,37.3,5.76,,-10.7439,-9.97408,-9.5389,-10.677,-15.4596,-13.4538,-13.2866,-12.3166
766,,35.5,5.784,47.0,5.788,44.3,5.788,45.7,5.808,49.6,5.772,46.8,5.792,48.2,5.768,44.1,5.768,,39.0,5.776,45.7,5.78,45.5,5.78,48.7,5.796,41.7,5.76,46.7,5.792,43.2,5.756,36.9,5.76,,-10.7439,-10.0076,-9.6393,-10.7105,-15.493,-13.4872,-13.32,-12.2496
767,,35.5,5.784,46.8,5.788,44.2,5.788,45.9,5.808,49.4,5.772,46.8,5.792,48.3,5.772,44.1,5.768,,39.1,5.776,45.9,5.78,45.5,5.78,48.8,5.796,41.6,5.756,46.7,5.796,43.3,5.756,37.1,5.76,,-10.7439,-10.041,-9.60581,-10.9782,-15.493,-13.4872,-13.5207,-12.35
768,,35.6,5.788,47.2,5.792,44.2,5.788,46.1,5.812,49.3,5.776,46.4,5.796,47.7,5.772,44.1,5.768,,38.9,5.776,45.9,5.78,45.5,5.78,48.6,5.796,41.5,5.764,46.9,5.792,43.0,5.756,37.3,5.76,,-10.7105,-10.0076,-9.57225,-10.8444,-15.493,-13.5541,-13.4538,-12.3166
