Timestamp,Cell 1 Current,Cell 1 current,Cell 1 Voltage,Cell 2 Current,Cell 2 Voltage,Cell 2 Temp,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temp,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temp,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temp,Cell 9 Current,Cell 9 Voltage,Cell 9 Temp,Cell 10 Current,Cell 10 Voltage,Cell 10 Temp,Cell 11 Current,Cell 11 Voltage,Cell 11 Temp,Cell 12 Current,Cell 12 Voltage,Cell 12 Temp (SENSOR Failed),Cell 13 Current,Cell 13 Voltage,Cell 13 Temp,Cell 14 Current,Cell 14 Voltage,Cell 14 Temp,Cell 15 Current,Cell 15 Voltage,Cell 15 Temp,Cell 16 Current,Cell 16 Voltage,Cell 16 Temp
,,,,,,-61.072,,,,,,-59.6894,,,,,,-60.0186,,,,,,-61.0061,0.2,5.968,,0.1,5.972,-63.1117,0,5.976,,0,5.976,-62.2236,-0.2,5.968,,0.1,5.98,-61.4998,-0.2,5.964,,0.2,5.972,-61.2695
,,,,,,-61.1378,,,,,,-59.7882,,,,,,-60.0515,,,,,,-61.039,0.2,5.964,,0,5.976,-63.4405,0,5.976,,0.3,5.972,-62.2894,-0.1,5.964,,0,5.98,-61.5656,0.1,5.964,,0.2,5.972,-61.3352
,,,,,,-61.1378,,,,,,-59.854,,,,,,-60.0845,,,,,,-61.1049,0.1,5.968,,0,5.976,-63.7035,0.1,5.976,,-0.1,5.976,-62.3551,0,5.968,,0,5.984,-61.6314,0,5.968,,0,5.972,-61.4011
,,,,,,-61.2036,,,,,,-59.9199,,,,,,-60.0845,,,,,,-61.1378,0.1,5.968,,0.1,5.976,-63.9337,0.1,5.976,,-0.1,5.976,-62.421,0,5.968,,-0.2,5.98,-61.6971,0,5.968,,0.2,5.972,-61.4998
,,,,,,-61.2036,,,,,,-59.9857,,,,,,-60.1503,,,,,,-61.1707,0,5.972,,-0.2,5.976,-64.1637,0.1,5.976,,0.1,5.976,-62.4539,0.1,5.968,,-0.1,5.98,-61.763,0,5.972,,0.1,5.976,-61.5326
,,,,,,-61.3024,,,,,,-60.0515,,,,,,-60.1833,,,,,,-61.2036,0.2,5.972,,0.1,5.98,-64.361,0,5.976,,-0.1,5.972,-62.4868,-0.1,5.968,,0.2,5.984,-61.7959,-0.1,5.968,,0,5.976,-61.5985
,,,,,,-61.3024,,,,,,-60.0515,,,,,,-60.2161,,,,,,-61.2365,0,5.972,,0,5.976,-64.5582,0.1,5.98,,0,5.976,-62.5196,-0.2,5.972,,0.3,5.984,-61.8617,0.1,5.968,,0.1,5.972,-61.6643
,,,,,,-61.4011,,,,,,-60.1503,,,,,,-60.2491,,,,,,-61.3024,-0.1,5.972,,0.2,5.976,-64.7225,0.2,5.976,,0.1,5.976,-62.5854,0,5.972,,0.2,5.984,-61.8947,0.3,5.972,,-0.2,5.976,-61.7301
,,,,,,-61.4011,,,,,,-60.2161,,,,,,-60.282,,,,,,-61.3024,0.4,5.976,,-0.1,5.98,-64.8869,0,5.984,,0.1,5.98,-62.684,0.1,5.972,,0.1,5.984,-61.9604,0.2,5.976,,0.1,5.98,-61.7959
,,,,,,-62.1249,,,,,,-60.9732,,,,,,-60.7428,,,,,,-61.8947,0.4,5.972,,0.1,5.984,-66.9236,0.2,5.984,,0.2,5.976,-63.4734,-0.1,5.972,,0,5.984,-62.6512,-0.1,5.972,,0,5.976,-62.4868
,,,,,,-62.1249,,,,,,-61.0061,,,,,,-60.8087,,,,,,-61.9276,0.3,5.976,,0.2,5.984,-67.0877,0.1,5.984,,0,5.984,-63.572,-0.1,5.976,,0,5.984,-62.7499,-0.1,5.972,,0.1,5.98,-62.5854
,,,,,,-62.1906,,,,,,-61.072,,,,,,-60.8745,,,,,,-62.0261,0.1,5.976,,-0.2,5.98,-67.2847,-0.2,5.984,,0.2,5.984,-63.6706,-0.2,5.976,,0.2,5.992,-62.8157,0,5.98,,0.2,5.98,-62.6512
,,,,,,-62.2565,,,,,,-61.1049,,,,,,-60.9075,,,,,,-62.0591,0.3,5.98,,0.1,5.984,-67.4488,0.3,5.988,,0.3,5.984,-63.7364,0.1,5.98,,-0.1,5.992,-62.8815,0,5.976,,-0.1,5.984,-62.717
,,,,,,-62.2894,,,,,,-61.1707,,,,,,-61.0061,,,,,,-62.1249,0.1,5.992,,-0.1,6,-67.5802,0.2,6,,0.1,5.996,-63.835,0,5.988,,0,6.004,-62.9144,-0.1,5.988,,0,5.992,-62.7828
,,,,,,-62.3551,,,,,,-61.3024,,,,,,-61.0061,,,,,,-62.2236,0.2,5.988,,0.3,5.996,-67.7115,-0.3,5.996,,0.1,5.992,-63.8679,0,5.988,,0.2,6,-63.0129,0.2,5.988,,0,5.992,-62.8485
,,,,,,-62.6183,,,,,,-61.4669,,,,,,-61.2365,,,,,,-62.4539,0.3,5.988,,0.1,6,-68.1711,0.1,6,,0.1,5.996,-64.1637,-0.2,5.988,,0,6.004,-63.309,0.2,5.988,,0.1,5.992,-63.1445
,,,,,,-62.7499,,,,,,-61.6971,,,,,,-61.2695,,,,,,-62.4868,0.2,5.988,,0.1,5.996,-68.3023,-0.2,5.992,,0.1,5.992,-64.2624,-0.3,5.984,,0.2,5.996,-63.3418,0,5.988,,0.1,5.992,-63.2103
,,,,,,-62.7499,,,,,,-61.6643,,,,,,-61.3024,,,,,,-62.5526,0.1,5.992,,0,5.996,-68.4335,0,5.996,,0,5.996,-64.361,0,5.992,,0.2,6.004,-63.4405,-0.1,5.992,,0,5.992,-63.2432
,,,,,,-62.7828,,,,,,-61.6643,,,,,,-61.3681,,,,,,-62.5854,0.2,5.992,,0.1,6,-68.5321,-0.1,6.004,,-0.1,5.996,-64.4267,0,5.992,,0,6.004,-63.4405,0,5.992,,0.1,5.996,-63.309
,,,,,,-62.8485,,,,,,-61.8288,,,,,,-61.434,,,,,,-62.6512,0,5.988,,0.1,5.996,-68.5977,-0.1,5.996,,0.2,5.996,-64.4924,0.1,5.988,,0.2,6,-63.5391,0.2,5.992,,0.3,5.996,-63.3747
,,,,,,-63.9993,,,,,,-62.7828,,,,,,-62.3881,,,,,,-63.8022,0.1,5.96,,0.2,5.964,-69.9756,-0.2,5.964,,0.1,5.964,-65.8068,-0.1,5.956,,0.1,5.972,-64.6567,0,5.956,,0.3,5.96,-64.5253
,,,,,,-63.9666,,,,,,-62.8157,,,,,,-62.421,,,,,,-63.8679,0.4,5.956,,0.1,5.964,-70.0412,0.1,5.964,,0,5.96,-65.9054,0,5.952,,0.1,5.968,-64.7225,0.1,5.956,,0.1,5.96,-64.5911
,,,,,,-64.098,,,,,,-62.8815,,,,,,-62.4868,,,,,,-63.9337,0,5.952,,0.1,5.964,-70.1068,-0.2,5.96,,-0.3,5.96,-65.971,-0.1,5.952,,0.2,5.964,-64.7554,0,5.956,,0,5.956,-64.6239
,,,,,,-64.098,,,,,,-62.9473,,,,,,-62.5196,,,,,,-63.9666,0.4,5.952,,0.1,5.956,-70.1396,0.2,5.96,,0.3,5.956,-66.0039,-0.1,5.948,,-0.3,5.964,-64.821,0,5.948,,0.1,5.956,-64.6896
,,,,,,-64.2295,,,,,,-62.9144,,,,,,-62.5526,,,,,,-64.0323,0,5.948,,0,5.96,-70.2052,-0.1,5.96,,-0.1,5.96,-66.0696,0.1,5.948,,-0.2,5.964,-64.8869,0,5.956,,0,5.956,-64.7554
,,,,,,-64.2295,,,,,,-62.9473,,,,,,-62.6183,,,,,,-64.098,0,5.952,,0.2,5.96,-70.2708,0,5.964,,0,5.956,-66.1353,-0.3,5.948,,-0.1,5.964,-64.9526,0,5.952,,0,5.956,-64.7882
,,,,,,-64.2953,,,,,,-63.1445,,,,,,-62.684,,,,,,-64.1309,0.1,5.952,,-0.2,5.956,-70.3364,-0.2,5.956,,0,5.956,-66.2339,0.1,5.948,,-0.1,5.964,-64.9854,-0.3,5.952,,0.1,5.96,-64.821
,,,,,,-64.328,,,,,,-63.0459,,,,,,-62.717,,,,,,-64.1967,0.2,5.952,,0.2,5.96,-70.3364,-0.1,5.96,,-0.1,5.956,-66.2339,-0.2,5.952,,0.1,5.964,-65.0183,0,5.952,,0.1,5.952,-64.9197
,,,,,,-64.3938,,,,,,-63.1117,,,,,,-62.7828,,,,,,-64.2624,0,5.952,,0.1,5.956,-70.4347,-0.2,5.96,,0.1,5.96,-66.3324,-0.1,5.952,,0,5.96,-65.084,0,5.952,,-0.1,5.956,-64.9526
,,,,,,-64.4267,,,,,,-63.1774,,,,,,-62.8157,,,,,,-64.328,0,5.952,,0,5.96,-70.5003,-0.1,5.964,,-0.1,5.956,-66.3981,-0.1,5.952,,-0.1,5.964,-65.1497,-0.1,5.952,,0.2,5.956,-65.0183
,,,,,,-64.4924,,,,,,-63.1445,,,,,,-62.8485,,,,,,-64.361,-0.1,5.952,,0.1,5.96,-70.5659,-0.2,5.96,,-0.1,5.956,-66.4637,0,5.948,,-0.2,5.964,-65.1826,-0.1,5.948,,0.2,5.952,-65.084
,,,,,,-64.5253,,,,,,-63.2432,,,,,,-62.9144,,,,,,-64.4267,0.1,5.952,,0,5.956,-70.6315,0.1,5.956,,0.1,5.956,-66.5295,0.1,5.948,,0,5.96,-65.2484,-0.2,5.952,,0.2,5.956,-65.1169
,,,,,,-64.6239,,,,,,-63.3418,,,,,,-62.9473,,,,,,-64.4924,0,5.952,,0,5.956,-70.7298,-0.2,5.96,,0.1,5.96,-66.5952,-0.2,5.948,,0,5.964,-65.2812,0.1,5.948,,0,5.956,-65.2155
,,,,,,-64.6567,,,,,,-63.3418,,,,,,-63.0129,,,,,,-64.5253,0.2,5.952,,0.1,5.96,-70.7954,0,5.96,,0,5.96,-66.6609,-0.4,5.952,,0.2,5.968,-65.3468,0.2,5.952,,0.3,5.956,-65.2484
,,,,,,-64.6896,,,,,,-63.3747,,,,,,-63.0459,,,,,,-64.5911,0.2,5.952,,0.2,5.964,-70.861,0.1,5.96,,0,5.956,-66.7265,-0.2,5.948,,0.1,5.964,-65.3797,-0.1,5.952,,0.1,5.956,-65.3139
,,,,,,-64.7225,,,,,,-63.4734,,,,,,-63.1117,,,,,,-64.6567,0.3,5.952,,0,5.96,-70.8937,0,5.956,,0.1,5.96,-66.7921,0,5.948,,0.1,5.964,-65.4455,0.2,5.952,,0.1,5.956,-65.3468
,,,,,,-64.821,,,,,,-63.5062,,,,,,-63.1445,,,,,,-64.7225,0.2,5.948,,0.1,5.96,-70.9922,-0.1,5.96,,-0.3,5.956,-66.8579,-0.3,5.952,,0.1,5.964,-65.5112,0.3,5.952,,0.2,5.952,-65.4126
,,,,,,-64.821,,,,,,-63.5062,,,,,,-63.1774,,,,,,-64.7882,0,5.952,,0.2,5.96,-71.0249,-0.2,5.96,,0.1,5.96,-66.9236,-0.2,5.952,,0,5.968,-65.544,0,5.952,,0.1,5.96,-65.4782
,,,,,,-64.9854,,,,,,-63.6049,,,,,,-63.2432,,,,,,-64.821,0.1,5.952,,0.2,5.96,-71.0905,-0.3,5.964,,-0.1,5.96,-66.9892,0,5.948,,0,5.964,-65.6098,0,5.956,,0,5.956,-65.544
,,,,,,-64.9526,,,,,,-63.6049,,,,,,-63.2761,,,,,,-64.854,0.1,5.956,,0,5.964,-71.1561,-0.1,5.964,,-0.3,5.96,-67.0549,0.1,5.952,,0.2,5.968,-65.6425,0.1,5.956,,0.1,5.96,-65.5769
,,,,,,-65.0183,,,,,,-63.7693,,,,,,-63.3418,,,,,,-64.9526,0.1,5.956,,0.1,5.964,-71.2544,0.3,5.964,,-0.1,5.964,-67.1205,0,5.952,,0,5.968,-65.7411,0,5.96,,0.3,5.96,-65.6425
,,,,,,-65.0183,,,,,,-63.7693,,,,,,-63.4076,,,,,,-64.9854,-0.2,5.956,,0.2,5.96,-71.2872,-0.3,5.964,,0.1,5.96,-67.1863,0.2,5.948,,0,5.964,-65.774,0.1,5.952,,0.3,5.96,-65.7083
,,,,,,-65.1169,,,,,,-63.7693,,,,,,-63.4076,,,,,,-65.0511,0.1,5.956,,-0.1,5.96,-71.3527,0.2,5.964,,0.2,5.96,-67.2191,-0.1,5.956,,0.1,5.968,-65.8397,0,5.952,,-0.1,5.96,-65.7411
,,,,,,-65.1826,,,,,,-63.835,,,,,,-63.4734,,,,,,-65.084,0.3,5.956,,0,5.964,-71.3854,0,5.964,,0,5.964,-67.2847,-0.2,5.952,,0,5.968,-65.8726,-0.1,5.956,,0.2,5.96,-65.8068
,,,,,,-65.2155,,,,,,-63.9008,,,,,,-63.5062,,,,,,-65.1497,0.2,5.956,,0.2,5.964,-71.4183,0.1,5.964,,0.1,5.96,-67.3504,-0.4,5.956,,0.2,5.964,-65.9383,0,5.956,,0.1,5.96,-65.8726
,,,,,,-65.2812,,,,,,-63.9337,,,,,,-63.572,,,,,,-65.2155,0.1,5.956,,0,5.964,-71.5167,0.3,5.964,,0,5.964,-67.3832,0,5.956,,0,5.972,-66.0039,0.1,5.956,,0.1,5.96,-65.9054
,,,,,,-65.3139,,,,,,-63.9666,,,,,,-63.6049,,,,,,-65.2812,0.1,5.956,,0,5.964,-71.5494,0,5.964,,0.2,5.96,-67.4488,-0.4,5.956,,0.1,5.972,-66.0368,-0.1,5.96,,0.3,5.96,-65.9383
,,,,,,-65.4126,,,,,,-63.9666,,,,,,-63.6706,,,,,,-65.3139,0,5.956,,0,5.964,-71.5822,0,5.964,,-0.1,5.964,-67.5146,-0.1,5.952,,0,5.972,-66.0696,0.1,5.956,,0.2,5.96,-66.0039
,,,,,,-65.544,,,,,,-64.098,,,,,,-63.7035,,,,,,-65.3468,0.1,5.956,,0,5.96,-71.6805,0,5.964,,0.3,5.96,-67.5474,0,5.952,,0,5.968,-66.1353,-0.1,5.956,,0.1,5.96,-66.0696
,,,,,,-66.201,,,,,,-64.7554,,,,,,-64.4596,,,,,,-66.2339,0.3,5.96,,-0.1,5.964,-72.5653,0.3,5.968,,0.1,5.964,-68.5321,-0.1,5.956,,0.3,5.972,-66.9564,0,5.96,,0.1,5.96,-66.8907
,,,,,,-66.2994,,,,,,-64.821,,,,,,-64.5253,,,,,,-66.2994,0.2,5.956,,-0.3,5.964,-72.6963,0.1,5.964,,0.1,5.96,-68.6306,-0.1,5.956,,0.1,5.968,-67.0221,0.2,5.952,,0,5.96,-66.9236
,,,,,,-66.2994,,,,,,-64.854,,,,,,-64.5582,,,,,,-66.3652,0.3,5.956,,0.1,5.964,-72.7946,0,5.968,,0.1,5.96,-68.6961,0,5.956,,0.2,5.968,-67.0549,0.1,5.956,,-0.2,5.964,-67.0221
,,,,,,-66.2994,,,,,,-64.9526,,,,,,-64.6239,,,,,,-66.4309,-0.2,5.956,,-0.1,5.968,-72.9585,-0.1,5.968,,0.1,5.964,-68.7617,0.1,5.956,,-0.1,5.972,-67.1534,-0.1,5.956,,0.2,5.96,-67.0877
,,,,,,-66.4637,,,,,,-65.0183,,,,,,-64.6567,,,,,,-66.5295,0,5.956,,0,5.964,-73.0239,-0.1,5.964,,0,5.964,-68.8274,-0.1,5.952,,0.1,5.968,-67.2191,0.2,5.956,,0.1,5.96,-67.1534
,,,,,,-66.5295,,,,,,-65.0183,,,,,,-64.7225,,,,,,-66.5623,0.2,5.956,,0,5.964,-73.1223,0,5.964,,-0.3,5.964,-68.8603,-0.2,5.952,,0.1,5.972,-67.2847,-0.2,5.956,,0.2,5.96,-67.2191
,,,,,,-66.5295,,,,,,-65.1169,,,,,,-64.7882,,,,,,-66.6279,0.4,5.956,,0,5.964,-73.1877,0.1,5.964,,0.1,5.96,-68.9258,-0.3,5.952,,0.1,5.968,-67.3176,0.3,5.952,,0.4,5.96,-67.2519
,,,,,,-67.2191,,,,,,-65.6754,,,,,,-65.3139,,,,,,-67.2191,0.4,5.952,,0.1,5.96,-74.0064,0,5.96,,-0.1,5.956,-69.6148,-0.3,5.948,,-0.1,5.964,-67.9085,0.1,5.956,,0,5.96,-67.8757
,,,,,,-67.2191,,,,,,-65.6754,,,,,,-65.3468,,,,,,-67.2847,0.2,5.952,,0.1,5.956,-74.0393,0.1,5.96,,0.2,5.956,-69.6804,-0.1,5.948,,0.1,5.964,-67.9742,0.1,5.952,,0.1,5.952,-67.8757
,,,,,,-67.3176,,,,,,-65.7411,,,,,,-65.3797,,,,,,-67.3176,0,5.952,,-0.2,5.96,-74.1048,0.1,5.96,,0,5.956,-69.7459,-0.1,5.948,,0.1,5.968,-68.0069,0,5.952,,0.2,5.956,-67.9742
,,,,,,-67.3832,,,,,,-65.8397,,,,,,-65.4455,,,,,,-67.3504,0.3,5.952,,-0.1,5.96,-74.203,-0.3,5.96,,0,5.96,-69.8116,-0.2,5.948,,0.1,5.964,-68.1053,0.1,5.952,,0.2,5.956,-68.0069
,,,,,,-67.4488,,,,,,-65.8397,,,,,,-65.4782,,,,,,-67.4488,-0.1,5.952,,0.3,5.956,-74.2685,0,5.96,,-0.1,5.952,-69.8772,-0.1,5.952,,-0.4,5.964,-68.1382,0,5.952,,0.1,5.956,-68.0726
,,,,,,-67.4817,,,,,,-65.8726,,,,,,-65.544,,,,,,-67.4817,-0.1,5.952,,0.1,5.96,-74.3339,0,5.96,,0.1,5.956,-69.9099,-0.1,5.948,,0.1,5.96,-68.2039,0.1,5.948,,0.1,5.956,-68.1382
,,,,,,-69.2211,,,,,,-67.3504,,,,,,-67.1863,,,,,,-69.2868,0,5.948,,-0.2,5.96,-75.4142,-0.1,5.96,,0,5.956,-71.7461,-0.1,5.948,,0.1,5.96,-69.9429,0.2,5.948,,-0.2,5.956,-69.8445
,,,,,,-69.2868,,,,,,-67.3832,,,,,,-67.2191,,,,,,-69.3196,0.2,5.952,,0.2,5.956,-75.4469,-0.1,5.956,,-0.1,5.952,-71.7461,-0.1,5.948,,0.1,5.96,-69.9756,-0.2,5.952,,0.2,5.952,-69.8772
,,,,,,-69.3523,,,,,,-67.4488,,,,,,-67.2519,,,,,,-69.3851,0.3,5.944,,0.1,5.956,-75.4796,0.2,5.956,,-0.2,5.956,-71.8116,-0.1,5.944,,-0.1,5.956,-70.0084,0,5.948,,0.2,5.952,-69.9099
,,,,,,-69.4179,,,,,,-67.4817,,,,,,-67.3176,,,,,,-69.4179,0.3,5.948,,0,5.956,-75.4796,-0.1,5.96,,-0.2,5.952,-71.8444,-0.1,5.944,,-0.1,5.96,-70.0412,0.3,5.948,,0,5.952,-69.9429
,,,,,,-69.4508,,,,,,-67.613,,,,,,-67.3504,,,,,,-69.4836,0.2,5.948,,0.3,5.956,-75.5124,0.1,5.952,,0,5.956,-71.91,-0.2,5.948,,0,5.96,-70.0412,0.2,5.948,,0.2,5.952,-70.0084
,,,,,,-69.4508,,,,,,-67.5802,,,,,,-67.3832,,,,,,-69.5164,0,5.948,,0.1,5.956,-75.5124,-0.1,5.96,,0,5.956,-71.91,-0.1,5.944,,0.1,5.96,-70.1396,0,5.948,,0.1,5.952,-70.0412
,,,,,,-69.4836,,,,,,-67.6787,,,,,,-67.4488,,,,,,-69.5819,0.2,5.952,,0.1,5.956,-75.5451,-0.1,5.956,,-0.1,5.956,-71.9427,-0.1,5.948,,-0.2,5.96,-70.1724,-0.1,5.948,,0.1,5.956,-70.0739
,,,,,,-69.5492,,,,,,-67.7115,,,,,,-67.4817,,,,,,-69.6148,-0.1,5.948,,0,5.956,-75.5451,-0.2,5.96,,0.1,5.956,-72.0083,0.2,5.948,,-0.1,5.96,-70.2052,-0.1,5.948,,0.3,5.952,-70.1396
,,,,,,-69.5819,,,,,,-67.7444,,,,,,-67.5146,,,,,,-69.6804,0.1,5.952,,0,5.956,-75.5778,-0.1,5.96,,0.1,5.952,-72.041,-0.2,5.948,,0,5.96,-70.2708,0,5.952,,0.1,5.952,-70.1724
,,,,,,-69.6148,,,,,,-67.7444,,,,,,-67.5474,,,,,,-69.6804,-0.2,5.956,,0.3,5.96,-75.5778,-0.2,5.96,,-0.2,5.956,-72.0738,-0.5,5.948,,0.1,5.964,-70.3036,0,5.952,,0.1,5.956,-70.2052
,,,,,,-69.6476,,,,,,-67.7771,,,,,,-67.613,,,,,,-69.7459,0.1,5.952,,0,5.956,-75.6106,0,5.96,,0,5.956,-72.1065,0,5.952,,0.2,5.964,-70.3364,0.1,5.952,,0.1,5.956,-70.2379
,,,,,,-69.7788,,,,,,-67.8428,,,,,,-67.6459,,,,,,-69.7788,0.2,5.952,,0,5.96,-75.6106,0.2,5.96,,-0.1,5.96,-72.1393,-0.3,5.952,,0,5.964,-70.3691,0.3,5.956,,-0.1,5.96,-70.2708
,,,,,,-69.7788,,,,,,-67.81,,,,,,-67.6787,,,,,,-69.8116,0,5.956,,0,5.96,-75.6432,-0.3,5.964,,0,5.964,-72.1721,0,5.956,,-0.2,5.968,-70.4019,-0.1,5.956,,0.2,5.96,-70.3036
,,,,,,-70.3691,,,,,,-68.4992,,,,,,-68.3351,,,,,,-70.5331,0,5.976,,0,5.984,-76.5266,-0.1,5.984,,0,5.98,-72.9585,-0.1,5.976,,-0.1,5.988,-71.1233,-0.2,5.976,,0.1,5.98,-71.0249
,,,,,,-70.4675,,,,,,-68.5977,,,,,,-68.368,,,,,,-70.5987,0.2,5.98,,0.2,5.988,-76.6247,-0.1,5.988,,0,5.984,-73.0239,0.1,5.98,,-0.1,5.988,-71.1888,0.1,5.976,,0,5.984,-71.0905
,,,,,,-70.5659,,,,,,-68.729,,,,,,-68.4335,,,,,,-70.6315,0,5.98,,0.2,5.992,-76.6575,0,5.988,,0.1,5.988,-73.0567,0.1,5.98,,0.1,5.992,-71.2544,0,5.98,,0,5.988,-71.1561
,,,,,,-70.5987,,,,,,-68.6634,,,,,,-68.4664,,,,,,-70.6643,0.2,5.988,,0,5.996,-76.7556,0,6,,-0.2,5.992,-73.1223,0,5.992,,-0.2,6,-71.2872,-0.3,5.992,,0.1,5.996,-71.1888
,,,,,,-70.5987,,,,,,-68.6306,,,,,,-68.5321,,,,,,-70.7298,0,5.992,,0.2,5.996,-76.821,-0.1,6,,0,5.996,-73.155,0.1,5.992,,0.1,6.004,-71.32,-0.1,5.988,,0,5.992,-71.2216
,,,,,,-71.0249,,,,,,-69.0571,,,,,,-68.8603,,,,,,-71.1233,0.1,5.988,,0,5.996,-77.4424,-0.1,5.996,,0,5.992,-73.5481,0,5.984,,0.1,6.004,-71.7461,0,5.988,,-0.2,5.992,-71.6478
,,,,,,-71.7789,,,,,,-69.7459,,,,,,-69.5164,,,,,,-71.7789,0.3,5.984,,-0.1,5.992,-78.129,-0.2,5.988,,-0.1,5.988,-74.3012,-0.2,5.98,,0.1,5.996,-72.4015,-0.2,5.98,,-0.2,5.988,-72.3032
,,,,,,-71.7132,,,,,,-69.8445,,,,,,-69.5819,,,,,,-71.8444,0.2,5.98,,-0.1,5.988,-78.1617,0,5.988,,0.1,5.984,-74.3339,-0.1,5.98,,0.1,5.992,-72.467,0,5.98,,-0.1,5.984,-72.3687
,,,,,,-71.8444,,,,,,-69.8445,,,,,,-69.6148,,,,,,-71.8771,0.2,5.976,,-0.1,5.984,-78.1944,0.2,5.984,,0.1,5.984,-74.3667,0,5.976,,0.2,5.988,-72.4998,-0.1,5.976,,0,5.984,-72.4343
,,,,,,-71.9427,,,,,,-69.9756,,,,,,-69.6476,,,,,,-71.9427,0.1,5.98,,0.1,5.984,-78.2271,0,5.988,,-0.4,5.988,-74.4322,-0.2,5.98,,0.1,5.992,-72.5653,0,5.976,,0,5.984,-72.467
,,,,,,-71.9427,,,,,,-69.9099,,,,,,-69.7132,,,,,,-71.9755,0,5.98,,-0.1,5.988,-78.2597,-0.2,5.988,,-0.1,5.988,-74.4649,0,5.98,,0.2,5.992,-72.5981,0.2,5.98,,-0.1,5.988,-72.4998
,,,,,,-71.91,,,,,,-69.9756,,,,,,-69.7459,,,,,,-72.041,0.3,5.98,,0.1,5.988,-78.2597,-0.3,5.988,,0,5.988,-74.4976,-0.1,5.98,,0.2,5.992,-72.6309,-0.1,5.98,,-0.1,5.984,-72.5653
,,,,,,-71.9755,,,,,,-69.9756,,,,,,-69.7788,,,,,,-72.0738,0.1,5.98,,0,5.988,-78.3252,0,5.988,,0,5.988,-74.5632,-0.2,5.98,,0.2,5.992,-72.6963,-0.3,5.98,,0,5.984,-72.5981
,,,,,,-71.9755,,,,,,-70.0739,,,,,,-69.8445,,,,,,-72.1065,0.3,5.98,,0,5.988,-78.3252,-0.2,5.988,,-0.1,5.988,-74.5959,0.2,5.98,,0,5.996,-72.6963,-0.2,5.98,,-0.1,5.984,-72.6309
,,,,,,-72.1393,,,,,,-70.1396,,,,,,-69.8772,,,,,,-72.1721,0.2,5.984,,0.1,5.988,-78.3578,-0.2,5.992,,0.1,5.988,-74.6613,-0.1,5.98,,0.2,5.992,-72.7946,-0.1,5.984,,0.2,5.984,-72.6636
,,,,,,-72.1721,,,,,,-70.1396,,,,,,-69.9099,,,,,,-72.2048,-0.1,5.98,,0,5.992,-78.3905,-0.3,5.988,,-0.1,5.988,-74.7268,-0.2,5.98,,0.1,5.992,-72.8601,-0.1,5.976,,0.2,5.984,-72.7291
,,,,,,-72.2377,,,,,,-70.1724,,,,,,-69.9756,,,,,,-72.2377,0.3,5.98,,-0.1,5.988,-78.4231,0.1,5.988,,-0.1,5.984,-74.7596,0,5.98,,-0.1,5.992,-72.8601,-0.1,5.98,,0.1,5.984,-72.7619
,,,,,,-73.2206,,,,,,-71.1233,,,,,,-71.0249,,,,,,-73.3188,0,5.956,,0.1,5.96,-78.8154,0,5.96,,-0.1,5.96,-75.7087,-0.1,5.952,,0.2,5.968,-73.8427,0,5.956,,-0.1,5.96,-73.7773
,,,,,,-73.3514,,,,,,-71.2544,,,,,,-71.0576,,,,,,-73.3514,0.1,5.956,,-0.1,5.964,-78.8481,-0.1,5.964,,-0.1,5.96,-75.7414,-0.1,5.956,,0,5.968,-73.9084,-0.2,5.956,,0,5.96,-73.7773
,,,,,,-73.2861,,,,,,-71.2544,,,,,,-71.0905,,,,,,-73.4171,0,5.956,,0.1,5.964,-78.8481,0,5.964,,0.1,5.964,-75.7414,-0.1,5.952,,-0.1,5.972,-73.9084,-0.2,5.956,,0.1,5.964,-73.8427
,,,,,,-73.3188,,,,,,-71.2872,,,,,,-71.1233,,,,,,-73.4498,0,5.956,,0,5.968,-78.8808,0.1,5.968,,0,5.964,-75.7742,-0.1,5.952,,0,5.968,-73.941,-0.4,5.956,,0.1,5.96,-73.8756
,,,,,,-73.3843,,,,,,-71.3527,,,,,,-71.1561,,,,,,-73.4498,-0.1,5.956,,0,5.964,-78.9134,0.2,5.968,,-0.3,5.968,-75.8396,-0.2,5.956,,-0.2,5.968,-74.0064,-0.1,5.96,,0,5.964,-73.9084
,,,,,,-73.3843,,,,,,-71.32,,,,,,-71.2216,,,,,,-73.5153,0.2,5.96,,0,5.968,-78.9134,0,5.968,,-0.1,5.968,-75.8723,-0.2,5.956,,0.2,5.972,-74.0393,-0.2,5.956,,0.1,5.964,-73.9084
,,,,,,-74.1702,,,,,,-72.1721,,,,,,-71.9427,,,,,,-74.2685,0.1,5.956,,0.2,5.964,-80.4489,0,5.964,,0.2,5.964,-76.7229,-0.1,5.952,,-0.1,5.972,-74.8578,0.1,5.952,,-0.1,5.96,-74.7923
,,,,,,-74.2685,,,,,,-72.2048,,,,,,-71.9755,,,,,,-74.3339,-0.2,5.956,,0,5.968,-80.5468,-0.2,5.968,,0.1,5.964,-76.7882,-0.1,5.956,,0,5.972,-74.9233,0.1,5.96,,0.1,5.96,-74.825
